t_label_or_start,class,t_peak,used_joint
4.533,Clear,4.866,wrist
5.832,Clear,6.699,wrist
7.765,Clear,8.532,wrist
9.632,Clear,10.465,wrist
11.531,Clear,12.465,wrist
13.598,Clear,14.398,wrist
15.464,Clear,16.264,wrist
17.397,Clear,18.097,wrist
19.33,Clear,20.063,wrist
21.263,Clear,22.096,wrist
25.363,Drop,26.096,wrist
27.362,Drop,28.229,wrist
29.595,Drop,30.362,wrist
31.628,Drop,32.495,wrist
33.795,Drop,34.528,wrist
35.794,Drop,36.627,wrist
38.094,Drop,38.527,wrist
40.127,Drop,40.86,wrist
42.293,Drop,42.993,wrist
44.426,Drop,44.993,wrist
47.592,Hairpin,47.926,wrist
48.925,Hairpin,49.325,wrist
50.559,Hairpin,50.792,wrist
51.958,Hairpin,52.325,wrist
53.358,Hairpin,53.625,wrist
54.725,Hairpin,55.124,wrist
56.258,Hairpin,56.624,wrist
57.724,Hairpin,58.091,wrist
59.09,Hairpin,59.357,wrist
60.39,Hairpin,60.824,wrist
66.923,Drive,67.223,wrist
68.056,Drive,68.456,wrist
69.222,Drive,69.722,wrist
70.689,Drive,71.089,wrist
72.022,Drive,72.355,wrist
73.222,Drive,73.621,wrist
74.588,Drive,74.921,wrist
75.754,Drive,76.188,wrist
77.121,Drive,77.521,wrist
78.421,Drive,78.921,wrist
86.019,Under,86.219,wrist
87.353,Under,87.719,wrist
88.952,Under,89.319,wrist
90.619,Under,91.019,wrist
92.285,Under,92.818,wrist
93.885,Under,94.518,wrist
95.651,Under,96.284,wrist
97.651,Under,98.118,wrist
99.451,Under,99.851,wrist
101.217,Under,101.717,wrist
