start_sec,end_sec,class,note
0.733,1.5,Clear,interval
2.433,3.299,Clear,interval
4.233,5.166,Clear,interval
6.066,6.999,Clear,interval
8.032,8.865,Clear,interval
9.932,10.765,Clear,interval
11.798,12.598,Clear,interval
13.664,14.464,Clear,interval
15.464,16.197,Clear,interval
17.264,18.197,Clear,interval
19.364,20.397,Drop,interval
21.297,22.23,Drop,interval
23.196,24.163,Drop,interval
25.129,26.029,Drop,interval
26.962,27.862,Drop,interval
28.795,29.829,Drop,interval
30.895,32.028,Drop,interval
32.861,34.094,Drop,interval
34.661,35.694,Drop,interval
36.627,37.794,Drop,interval
41.927,42.76,Hairpin,interval
43.36,44.16,Hairpin,interval
44.826,45.593,Hairpin,interval
46.293,46.992,Hairpin,interval
47.726,48.459,Hairpin,interval
49.192,49.959,Hairpin,interval
50.658,51.425,Hairpin,interval
52.158,52.791,Hairpin,interval
53.358,54.091,Hairpin,interval
54.791,55.391,Hairpin,interval
56.758,57.124,Drive,interval
57.691,58.257,Drive,interval
58.891,59.357,Drive,interval
60.024,60.424,Drive,interval
60.99,61.457,Drive,interval
62.023,62.523,Drive,interval
63.156,63.656,Drive,interval
64.223,64.756,Drive,interval
65.256,65.756,Drive,interval
66.356,66.889,Drive,interval
69.255,69.889,Under,interval
70.689,71.389,Under,interval
72.055,72.855,Under,interval
73.621,74.255,Under,interval
75.021,75.588,Under,interval
76.321,76.921,Under,interval
77.587,78.287,Under,interval
78.987,79.62,Under,interval
80.32,81.02,Under,interval
