start_sec,end_sec,class,note
5.005,5.806,Clear,interval
6.974,8.041,Clear,interval
9.109,10.077,Clear,interval
11.111,12.179,Clear,interval
12.98,13.914,Clear,interval
14.781,15.716,Clear,interval
16.617,17.518,Clear,interval
18.385,19.286,Clear,interval
20.087,21.088,Clear,interval
22.956,23.09,Clear,interval
26.627,27.661,Drop,interval
28.829,29.563,Drop,interval
30.898,31.832,Drop,interval
33.0,34.101,Drop,interval
35.269,36.203,Drop,interval
37.371,38.472,Drop,interval
39.606,40.741,Drop,interval
41.909,42.943,Drop,interval
44.077,45.012,Drop,interval
46.079,47.147,Drop,interval
50.35,51.184,Hairpin,interval
52.219,52.886,Hairpin,interval
53.787,54.521,Hairpin,interval
55.489,56.189,Hairpin,interval
57.024,57.791,Hairpin,interval
58.625,59.493,Hairpin,interval
60.494,61.194,Hairpin,interval
62.095,62.963,Hairpin,interval
63.73,64.398,Hairpin,interval
65.232,66.033,Hairpin,interval
72.773,73.407,Drive,interval
73.974,74.408,Drive,interval
75.142,75.676,Drive,interval
76.176,76.677,Drive,interval
77.244,77.811,Drive,interval
78.278,78.946,Drive,interval
79.446,79.98,Drive,interval
80.414,80.981,Drive,interval
81.348,82.049,Drive,interval
82.449,83.183,Drive,interval
85.085,85.852,Under,interval
86.653,87.354,Under,interval
88.188,88.822,Under,interval
89.623,90.39,Under,interval
91.158,91.758,Under,interval
92.626,93.293,Under,interval
94.161,94.761,Under,interval
95.495,96.263,Under,interval
96.964,97.631,Under,interval
98.298,98.832,Under,interval
