start_sec,end_sec,class,note
33.433,34.067,Clear,interval
34.935,35.936,Clear,interval
37.07,37.738,Clear,interval
38.839,39.573,Clear,interval
40.641,41.375,Clear,interval
42.376,43.176,Clear,interval
44.311,44.978,Clear,interval
46.146,46.713,Clear,interval
47.948,48.582,Clear,interval
49.75,50.45,Clear,interval
56.69,57.224,Drop,interval
58.458,58.859,Drop,interval
60.127,60.727,Drop,interval
61.895,62.429,Drop,interval
63.697,64.331,Drop,interval
65.632,66.233,Drop,interval
67.2,67.868,Drop,interval
68.702,69.136,Drop,interval
70.003,70.571,Drop,interval
71.572,72.139,Drop,interval
76.109,77.311,Hairpin,interval
78.011,78.745,Hairpin,interval
79.613,80.314,Hairpin,interval
80.981,81.615,Hairpin,interval
82.249,83.083,Hairpin,interval
83.717,84.418,Hairpin,interval
85.085,85.752,Hairpin,interval
86.42,87.054,Hairpin,interval
87.754,88.488,Hairpin,interval
89.089,89.79,Hairpin,interval
113.046,113.347,Drive,interval
113.747,114.214,Drive,interval
114.681,115.349,Drive,interval
115.782,116.35,Drive,interval
116.75,117.317,Drive,interval
117.784,118.418,Drive,interval
118.819,119.453,Drive,interval
119.886,120.487,Drive,interval
120.887,121.521,Drive,interval
122.055,122.689,Drive,interval
128.328,128.795,Under,interval
129.863,130.397,Under,interval
131.331,131.932,Under,interval
132.966,133.6,Under,interval
134.501,135.135,Under,interval
136.036,136.737,Under,interval
137.571,138.238,Under,interval
139.239,139.806,Under,interval
140.674,141.308,Under,interval
142.342,142.843,Under,interval
