start_sec,end_sec,class,note
12.327,12.927,Clear,interval
13.627,14.526,Clear,interval
15.126,15.893,Clear,interval
16.526,17.326,Clear,interval
17.993,18.726,Clear,interval
19.359,20.126,Clear,interval
20.759,21.559,Clear,interval
22.259,22.992,Clear,interval
23.692,24.492,Clear,interval
33.923,34.89,Clear,interval
35.656,36.39,Drop,interval
37.223,37.889,Drop,interval
38.689,39.489,Drop,interval
40.189,40.889,Drop,interval
41.522,42.289,Drop,interval
43.022,43.755,Drop,interval
44.555,45.355,Drop,interval
46.121,46.755,Drop,interval
47.621,48.288,Drop,interval
49.121,49.854,Drop,interval
55.586,56.42,Hairpin,interval
56.92,57.753,Hairpin,interval
58.253,58.919,Hairpin,interval
59.453,60.119,Hairpin,interval
60.652,61.319,Hairpin,interval
61.819,62.585,Hairpin,interval
63.152,63.918,Hairpin,interval
64.452,65.118,Hairpin,interval
65.585,66.218,Hairpin,interval
66.751,67.485,Hairpin,interval
90.314,90.647,Drive,interval
91.414,91.881,Drive,interval
92.747,93.014,Drive,interval
93.747,94.314,Drive,interval
94.88,95.38,Drive,interval
95.98,96.48,Drive,interval
97.113,97.646,Drive,interval
98.28,98.613,Drive,interval
99.113,99.579,Drive,interval
100.113,100.546,Drive,interval
107.911,108.745,Under,interval
109.444,110.178,Under,interval
111.078,111.811,Under,interval
112.644,113.344,Under,interval
114.144,114.877,Under,interval
115.743,116.377,Under,interval
117.243,117.943,Under,interval
118.776,119.443,Under,interval
120.243,120.976,Under,interval
124.642,124.775,Under,interval
