start_sec,end_sec,class,note
3.702,4.402,Clear,interval
19.133,20.199,Clear,interval
21.133,22.199,Clear,interval
23.099,24.165,Clear,interval
25.032,25.899,Clear,interval
26.832,27.765,Clear,interval
28.665,29.565,Clear,interval
30.598,31.464,Clear,interval
32.331,33.264,Clear,interval
34.197,35.23,Clear,interval
42.196,43.129,Drop,interval
44.129,45.329,Drop,interval
46.395,47.562,Drop,interval
48.428,49.595,Drop,interval
50.528,51.794,Drop,interval
52.728,53.927,Drop,interval
54.827,55.894,Drop,interval
56.76,57.927,Drop,interval
58.86,60.06,Drop,interval
60.893,62.093,Drop,interval
66.792,67.892,Hairpin,interval
73.391,73.857,Hairpin,interval
75.824,76.524,Hairpin,interval
77.89,78.59,Hairpin,interval
79.39,80.29,Hairpin,interval
80.99,82.123,Hairpin,interval
83.023,83.856,Hairpin,interval
84.689,85.622,Hairpin,interval
86.355,87.255,Hairpin,interval
88.222,89.088,Hairpin,interval
97.02,97.487,Drive,interval
98.22,98.953,Drive,interval
99.62,100.32,Drive,interval
100.886,101.586,Drive,interval
102.286,102.953,Drive,interval
103.686,104.353,Drive,interval
105.152,105.886,Drive,interval
106.486,107.285,Drive,interval
107.819,108.585,Drive,interval
108.985,109.985,Drive,interval
114.118,114.784,Under,interval
115.651,116.517,Under,interval
117.45,118.484,Under,interval
119.283,120.283,Under,interval
121.083,122.05,Under,interval
122.883,123.716,Under,interval
124.716,125.616,Under,interval
126.416,127.249,Under,interval
128.082,129.015,Under,interval
129.948,130.848,Under,interval
