start_sec,end_sec,class,note
0.204,1.137,Clear,interval
1.637,2.404,Clear,interval
2.803,3.603,Clear,interval
4.003,4.736,Clear,interval
5.103,5.87,Clear,interval
6.27,7.036,Clear,interval
7.503,8.169,Clear,interval
8.569,9.302,Clear,interval
9.669,10.436,Clear,interval
11.469,11.569,Clear,interval
12.002,13.702,Drop,interval
14.135,15.101,Drop,interval
15.701,16.601,Drop,interval
17.134,18.001,Drop,interval
18.468,19.334,Drop,interval
19.901,20.734,Drop,interval
21.367,22.067,Drop,interval
22.567,23.367,Drop,interval
23.867,24.5,Drop,interval
25.033,25.733,Drop,interval
27.866,28.499,Hairpin,interval
28.799,29.099,Hairpin,interval
29.599,29.966,Hairpin,interval
30.432,30.866,Hairpin,interval
31.366,31.799,Hairpin,interval
32.265,32.932,Hairpin,interval
33.232,33.565,Hairpin,interval
33.898,34.332,Hairpin,interval
34.765,35.065,Hairpin,interval
35.498,35.865,Hairpin,interval
36.931,37.298,Drive,interval
37.665,38.131,Drive,interval
38.631,39.098,Drive,interval
39.431,39.831,Drive,interval
40.231,40.564,Drive,interval
40.964,41.364,Drive,interval
41.764,42.164,Drive,interval
42.53,42.93,Drive,interval
43.33,43.697,Drive,interval
44.097,44.363,Drive,interval
45.463,45.763,Under,interval
46.663,47.43,Under,interval
48.229,48.863,Under,interval
49.696,49.996,Under,interval
50.829,51.529,Under,interval
52.129,52.862,Under,interval
53.495,54.162,Under,interval
54.828,55.562,Under,interval
56.228,56.795,Under,interval
57.461,58.228,Under,interval
