t_label_or_start,class,t_peak,used_joint
3.702,Clear,4.202,wrist
19.133,Clear,19.999,wrist
21.133,Clear,21.999,wrist
23.099,Clear,23.932,wrist
25.032,Clear,25.732,wrist
26.832,Clear,27.532,wrist
28.665,Clear,29.298,wrist
30.598,Clear,31.198,wrist
32.331,Clear,32.997,wrist
34.197,Clear,34.897,wrist
42.196,Drop,42.896,wrist
44.129,Drop,44.962,wrist
46.395,Drop,47.095,wrist
48.428,Drop,49.128,wrist
50.528,Drop,51.361,wrist
52.728,Drop,53.461,wrist
54.827,Drop,55.494,wrist
56.76,Drop,57.493,wrist
58.86,Drop,59.26,wrist
60.893,Drop,61.693,wrist
66.792,Hairpin,67.392,wrist
73.391,Hairpin,73.557,wrist
75.824,Hairpin,76.124,wrist
77.89,Hairpin,78.157,wrist
79.39,Hairpin,79.923,wrist
80.99,Hairpin,81.723,wrist
83.023,Hairpin,83.456,wrist
84.689,Hairpin,85.122,wrist
86.355,Hairpin,86.889,wrist
88.222,Hairpin,88.588,wrist
97.02,Drive,97.32,wrist
98.22,Drive,98.653,wrist
99.62,Drive,99.953,wrist
100.886,Drive,101.32,wrist
102.286,Drive,102.719,wrist
103.686,Drive,104.119,wrist
105.152,Drive,105.586,wrist
106.486,Drive,106.952,wrist
107.819,Drive,108.252,wrist
108.985,Drive,109.685,wrist
114.118,Under,114.318,wrist
115.651,Under,116.217,wrist
117.45,Under,118.084,wrist
119.283,Under,119.817,wrist
121.083,Under,121.583,wrist
122.883,Under,123.316,wrist
124.716,Under,125.116,wrist
126.416,Under,126.916,wrist
128.082,Under,128.649,wrist
129.948,Under,130.348,wrist
