start_sec,end_sec,class,note
12.327,12.96,Clear,interval
13.693,14.493,Clear,interval
15.06,15.893,Clear,interval
16.426,17.293,Clear,interval
17.859,18.726,Clear,interval
19.292,20.159,Clear,interval
20.792,21.459,Clear,interval
22.225,23.058,Clear,interval
23.725,24.425,Clear,interval
25.125,25.925,Clear,interval
34.023,34.757,Drop,interval
35.656,36.59,Drop,interval
37.256,38.123,Drop,interval
38.756,39.622,Drop,interval
40.389,40.989,Drop,interval
41.655,42.489,Drop,interval
43.255,43.922,Drop,interval
44.688,45.755,Drop,interval
46.421,47.188,Drop,interval
47.954,48.688,Drop,interval
49.321,50.621,Hairpin,interval
55.953,56.553,Hairpin,interval
57.086,57.786,Hairpin,interval
58.219,58.986,Hairpin,interval
59.486,60.186,Hairpin,interval
60.619,61.386,Hairpin,interval
61.819,62.652,Hairpin,interval
63.119,63.952,Hairpin,interval
64.452,65.118,Hairpin,interval
65.618,66.251,Hairpin,interval
90.348,90.714,Drive,interval
91.447,91.781,Drive,interval
92.714,93.114,Drive,interval
93.68,94.28,Drive,interval
94.814,95.347,Drive,interval
95.913,96.447,Drive,interval
97.013,97.58,Drive,interval
98.28,98.58,Drive,interval
98.946,99.413,Drive,interval
100.079,100.546,Drive,interval
107.978,108.711,Under,interval
109.278,110.278,Under,interval
111.144,111.877,Under,interval
112.477,113.377,Under,interval
114.077,114.944,Under,interval
115.543,116.477,Under,interval
117.177,117.976,Under,interval
118.676,119.609,Under,interval
120.276,121.243,Under,interval
122.142,122.842,Under,interval
