start_sec,end_sec,class,note
5.038,5.839,Clear,interval
7.174,7.975,Clear,interval
9.142,9.91,Clear,interval
11.144,12.045,Clear,interval
12.946,13.914,Clear,interval
14.848,15.816,Clear,interval
16.583,17.651,Clear,interval
18.352,19.419,Clear,interval
20.153,21.054,Clear,interval
22.289,22.422,Clear,interval
26.727,27.594,Drop,interval
28.695,29.53,Drop,interval
30.898,31.732,Drop,interval
33.1,33.8,Drop,interval
35.168,35.936,Drop,interval
37.304,38.138,Drop,interval
39.573,40.44,Drop,interval
41.875,42.576,Drop,interval
44.044,44.711,Drop,interval
46.079,46.813,Drop,interval
50.484,51.184,Hairpin,interval
52.219,52.786,Hairpin,interval
53.687,54.421,Hairpin,interval
55.455,56.156,Hairpin,interval
57.09,57.791,Hairpin,interval
58.725,59.393,Hairpin,interval
60.494,61.194,Hairpin,interval
62.162,62.896,Hairpin,interval
63.664,64.498,Hairpin,interval
65.198,65.933,Hairpin,interval
72.706,73.373,Drive,interval
73.974,74.408,Drive,interval
75.208,75.676,Drive,interval
76.276,76.643,Drive,interval
77.277,77.744,Drive,interval
78.345,78.912,Drive,interval
79.513,79.98,Drive,interval
80.514,81.048,Drive,interval
81.615,82.115,Drive,interval
82.716,83.25,Drive,interval
85.385,85.886,Under,interval
86.687,87.354,Under,interval
88.188,88.822,Under,interval
89.723,90.39,Under,interval
91.158,91.758,Under,interval
92.626,93.26,Under,interval
94.061,94.661,Under,interval
95.429,96.196,Under,interval
96.964,97.631,Under,interval
98.265,98.966,Under,interval
