t_label_or_start,class,t_peak,used_joint
3.702,Clear,4.202,wrist
5.502,Clear,6.302,wrist
12.034,Clear,12.701,wrist
17.167,Clear,17.933,wrist
19.2,Clear,19.999,wrist
21.199,Clear,21.999,wrist
23.166,Clear,23.932,wrist
42.129,Drop,42.896,wrist
44.096,Drop,44.695,wrist
46.295,Drop,46.795,wrist
48.395,Drop,48.928,wrist
50.461,Drop,51.028,wrist
52.794,Drop,53.227,wrist
54.727,Drop,55.227,wrist
56.794,Drop,57.26,wrist
58.793,Drop,59.26,wrist
60.793,Drop,61.259,wrist
66.792,Hairpin,67.392,wrist
70.325,Hairpin,70.525,wrist
73.124,Hairpin,73.557,wrist
75.857,Hairpin,76.124,wrist
77.957,Hairpin,78.157,wrist
79.557,Hairpin,79.923,wrist
81.256,Hairpin,81.723,wrist
83.056,Hairpin,83.456,wrist
84.689,Hairpin,85.122,wrist
86.389,Hairpin,86.889,wrist
96.954,Drive,97.32,wrist
98.254,Drive,98.653,wrist
99.653,Drive,99.953,wrist
100.986,Drive,101.32,wrist
102.32,Drive,102.719,wrist
103.619,Drive,104.119,wrist
105.152,Drive,105.586,wrist
106.586,Drive,106.952,wrist
107.885,Drive,108.252,wrist
109.318,Drive,109.685,wrist
114.218,Under,114.318,wrist
115.584,Under,116.217,wrist
117.55,Under,118.084,wrist
119.283,Under,119.817,wrist
121.083,Under,121.583,wrist
122.916,Under,123.316,wrist
124.583,Under,125.116,wrist
126.349,Under,126.916,wrist
128.115,Under,128.649,wrist
129.882,Under,130.348,wrist
